date,city,country,continent,latitude,longitude,temp_c,weather
2014-01-06,孟买,印度,亚洲,19.08,72.88,27.1,多云
2014-01-06,伦敦,英国,欧洲,51.51,-0.13,5.6,雨
2014-01-06,巴黎,法国,欧洲,48.86,2.35,10.1,雨
2014-01-06,纽约,美国,北美,40.71,-74.01,4.0,多云
2014-01-06,洛杉矶,美国,北美,34.05,-118.24,17.3,晴
2014-01-06,圣保罗,巴西,南美,-23.55,-46.63,22.6,雨
2014-01-06,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.6,多云
2014-01-06,开普敦,南非,非洲,-33.92,18.42,20.3,晴
2014-01-07,北京,中国,亚洲,39.9,116.4,4.1,多云
2014-01-07,上海,中国,亚洲,31.23,121.47,12.0,晴
2014-01-07,东京,日本,亚洲,35.68,139.69,10.9,晴
2014-01-07,新加坡,新加坡,亚洲,1.35,103.82,28.0,晴
2014-01-07,孟买,印度,亚洲,19.08,72.88,23.3,雨
2014-01-07,伦敦,英国,欧洲,51.51,-0.13,8.2,雨
2014-01-07,巴黎,法国,欧洲,48.86,2.35,6.5,雨
2014-01-07,纽约,美国,北美,40.71,-74.01,8.2,雨
2014-01-07,洛杉矶,美国,北美,34.05,-118.24,16.9,多云
2014-01-07,圣保罗,巴西,南美,-23.55,-46.63,22.4,晴
2014-01-07,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.8,多云
2014-01-07,开普敦,南非,非洲,-33.92,18.42,19.5,晴
2014-01-08,北京,中国,亚洲,39.9,116.4,5.3,晴
2014-01-08,上海,中国,亚洲,31.23,121.47,12.3,晴
2014-01-08,东京,日本,亚洲,35.68,139.69,8.0,晴
2014-01-08,新加坡,新加坡,亚洲,1.35,103.82,27.2,多云
2014-01-08,孟买,印度,亚洲,19.08,72.88,26.3,晴
2014-01-08,伦敦,英国,欧洲,51.51,-0.13,8.4,多云
2014-01-08,巴黎,法国,欧洲,48.86,2.35,7.2,晴
2014-01-08,纽约,美国,北美,40.71,-74.01,4.3,雨
2014-01-08,洛杉矶,美国,北美,34.05,-118.24,13.9,晴
2014-01-08,圣保罗,巴西,南美,-23.55,-46.63,22.3,多云
2014-01-08,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.1,多云
2014-01-08,开普敦,南非,非洲,-33.92,18.42,21.5,多云
2014-01-09,北京,中国,亚洲,39.9,116.4,5.1,多云
2014-01-09,上海,中国,亚洲,31.23,121.47,15.0,晴
2014-01-09,东京,日本,亚洲,35.68,139.69,10.1,晴
2014-01-09,新加坡,新加坡,亚洲,1.35,103.82,26.6,晴
2014-01-09,孟买,印度,亚洲,19.08,72.88,28.4,晴
2014-01-09,伦敦,英国,欧洲,51.51,-0.13,6.9,雨
2014-01-09,巴黎,法国,欧洲,48.86,2.35,6.5,多云
2014-01-09,纽约,美国,北美,40.71,-74.01,6.7,雨
2014-01-09,洛杉矶,美国,北美,34.05,-118.24,11.9,多云
2014-01-09,圣保罗,巴西,南美,-23.55,-46.63,24.5,晴
2014-01-09,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.9,晴
2014-01-09,开普敦,南非,非洲,-33.92,18.42,20.4,晴
2014-01-10,北京,中国,亚洲,39.9,116.4,2.9,雨
2014-01-10,上海,中国,亚洲,31.23,121.47,10.8,多云
2014-01-10,东京,日本,亚洲,35.68,139.69,12.5,多云
2014-01-10,新加坡,新加坡,亚洲,1.35,103.82,26.4,晴
2014-01-10,孟买,印度,亚洲,19.08,72.88,26.9,晴
2014-01-10,伦敦,英国,欧洲,51.51,-0.13,8.3,晴
2014-01-10,巴黎,法国,欧洲,48.86,2.35,9.7,雨
2014-01-10,纽约,美国,北美,40.71,-74.01,9.8,雨
2014-01-10,洛杉矶,美国,北美,34.05,-118.24,13.2,多云
2014-01-10,圣保罗,巴西,南美,-23.55,-46.63,20.2,雨
2014-01-10,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.3,晴
2014-01-10,开普敦,南非,非洲,-33.92,18.42,19.2,晴
2014-01-11,北京,中国,亚洲,39.9,116.4,3.4,多云
2014-01-11,上海,中国,亚洲,31.23,121.47,12.6,晴
2014-01-11,东京,日本,亚洲,35.68,139.69,11.3,多云
2014-01-11,新加坡,新加坡,亚洲,1.35,103.82,29.0,晴
2014-01-11,孟买,印度,亚洲,19.08,72.88,24.4,多云
2014-01-11,伦敦,英国,欧洲,51.51,-0.13,6.4,晴
2014-01-11,巴黎,法国,欧洲,48.86,2.35,9.1,晴
2014-01-11,纽约,美国,北美,40.71,-74.01,7.3,晴
2014-01-11,洛杉矶,美国,北美,34.05,-118.24,16.0,多云
2014-01-11,圣保罗,巴西,南美,-23.55,-46.63,21.9,晴
2014-01-11,悉尼,澳大利亚,大洋洲,-33.87,151.21,23.7,多云
2014-01-11,开普敦,南非,非洲,-33.92,18.42,17.8,雨
2014-01-12,北京,中国,亚洲,39.9,116.4,6.3,多云
2014-01-12,上海,中国,亚洲,31.23,121.47,9.6,晴
2014-01-12,东京,日本,亚洲,35.68,139.69,10.5,晴
2014-01-12,新加坡,新加坡,亚洲,1.35,103.82,26.6,多云
2014-01-12,孟买,印度,亚洲,19.08,72.88,23.2,雨
2014-01-12,伦敦,英国,欧洲,51.51,-0.13,4.5,雨
2014-01-12,巴黎,法国,欧洲,48.86,2.35,9.1,雾
2014-01-12,纽约,美国,北美,40.71,-74.01,7.8,多云
2014-01-12,洛杉矶,美国,北美,34.05,-118.24,14.9,晴
2014-01-12,圣保罗,巴西,南美,-23.55,-46.63,20.5,多云
2014-01-12,悉尼,澳大利亚,大洋洲,-33.87,151.21,18.2,晴
2014-01-12,开普敦,南非,非洲,-33.92,18.42,20.2,雨
2014-01-13,北京,中国,亚洲,39.9,116.4,4.1,雨
2014-01-13,上海,中国,亚洲,31.23,121.47,12.2,晴
2014-01-13,东京,日本,亚洲,35.68,139.69,9.9,晴
2014-01-13,新加坡,新加坡,亚洲,1.35,103.82,25.9,晴
2014-01-13,孟买,印度,亚洲,19.08,72.88,24.9,雨
2014-01-13,伦敦,英国,欧洲,51.51,-0.13,7.7,晴
2014-01-13,巴黎,法国,欧洲,48.86,2.35,9.2,晴
2014-01-13,纽约,美国,北美,40.71,-74.01,5.6,多云
2014-01-13,洛杉矶,美国,北美,34.05,-118.24,15.5,多云
2014-01-13,圣保罗,巴西,南美,-23.55,-46.63,22.1,晴
2014-01-13,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.3,晴
2014-01-13,开普敦,南非,非洲,-33.92,18.42,17.1,多云
2014-01-14,北京,中国,亚洲,39.9,116.4,5.2,晴
2014-01-14,上海,中国,亚洲,31.23,121.47,12.4,晴
2014-01-14,东京,日本,亚洲,35.68,139.69,8.9,雨
2014-01-14,新加坡,新加坡,亚洲,1.35,103.82,27.9,晴
2014-01-14,孟买,印度,亚洲,19.08,72.88,27.8,晴
2014-01-14,伦敦,英国,欧洲,51.51,-0.13,4.5,晴
2014-01-14,巴黎,法国,欧洲,48.86,2.35,10.1,多云
2014-01-14,纽约,美国,北美,40.71,-74.01,7.1,晴
2014-01-14,洛杉矶,美国,北美,34.05,-118.24,16.1,晴
2014-01-14,圣保罗,巴西,南美,-23.55,-46.63,18.6,多云
2014-01-14,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.6,晴
2014-01-14,开普敦,南非,非洲,-33.92,18.42,19.2,晴
2014-01-15,北京,中国,亚洲,39.9,116.4,5.7,多云
2014-01-15,上海,中国,亚洲,31.23,121.47,14.4,多云
2014-01-15,东京,日本,亚洲,35.68,139.69,11.0,雨
2014-01-15,新加坡,新加坡,亚洲,1.35,103.82,25.7,多云
2014-01-15,孟买,印度,亚洲,19.08,72.88,23.7,晴
2014-01-15,伦敦,英国,欧洲,51.51,-0.13,10.3,多云
2014-01-15,巴黎,法国,欧洲,48.86,2.35,6.7,晴
2014-01-15,纽约,美国,北美,40.71,-74.01,5.5,多云
2014-01-15,洛杉矶,美国,北美,34.05,-118.24,15.8,晴
2014-01-15,圣保罗,巴西,南美,-23.55,-46.63,21.1,雨
2014-01-15,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.5,雨
2014-01-15,开普敦,南非,非洲,-33.92,18.42,19.6,多云
2014-01-16,北京,中国,亚洲,39.9,116.4,5.1,多云
2014-01-16,上海,中国,亚洲,31.23,121.47,10.4,多云
2014-01-16,东京,日本,亚洲,35.68,139.69,9.2,雾
2014-01-16,新加坡,新加坡,亚洲,1.35,103.82,28.1,晴
2014-01-16,孟买,印度,亚洲,19.08,72.88,28.5,晴
2014-01-16,伦敦,英国,欧洲,51.51,-0.13,7.7,晴
2014-01-16,巴黎,法国,欧洲,48.86,2.35,7.6,多云
2014-01-16,纽约,美国,北美,40.71,-74.01,4.5,雨
2014-01-16,洛杉矶,美国,北美,34.05,-118.24,14.4,多云
2014-01-16,圣保罗,巴西,南美,-23.55,-46.63,20.3,晴
2014-01-16,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.1,多云
2014-01-16,开普敦,南非,非洲,-33.92,18.42,18.6,多云
2014-01-17,北京,中国,亚洲,39.9,116.4,4.3,雨
2014-01-17,上海,中国,亚洲,31.23,121.47,12.5,多云
2014-01-17,东京,日本,亚洲,35.68,139.69,12.8,晴
2014-01-17,新加坡,新加坡,亚洲,1.35,103.82,26.0,晴
2014-01-17,孟买,印度,亚洲,19.08,72.88,24.5,雨
2014-01-17,伦敦,英国,欧洲,51.51,-0.13,9.4,雾
2014-01-17,巴黎,法国,欧洲,48.86,2.35,5.9,多云
2014-01-17,纽约,美国,北美,40.71,-74.01,7.6,多云
2014-01-17,洛杉矶,美国,北美,34.05,-118.24,14.2,多云
2014-01-17,圣保罗,巴西,南美,-23.55,-46.63,21.8,晴
2014-01-17,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.6,雨
2014-01-17,开普敦,南非,非洲,-33.92,18.42,19.0,多云
2014-01-18,北京,中国,亚洲,39.9,116.4,4.5,晴
2014-01-18,上海,中国,亚洲,31.23,121.47,10.8,晴
2014-01-18,东京,日本,亚洲,35.68,139.69,10.3,雨
2014-01-18,新加坡,新加坡,亚洲,1.35,103.82,25.8,雨
2014-01-18,孟买,印度,亚洲,19.08,72.88,25.2,晴
2014-01-18,伦敦,英国,欧洲,51.51,-0.13,9.4,雨
2014-01-18,巴黎,法国,欧洲,48.86,2.35,5.9,雨
2014-01-18,纽约,美国,北美,40.71,-74.01,7.9,多云
2014-01-18,洛杉矶,美国,北美,34.05,-118.24,14.0,晴
2014-01-18,圣保罗,巴西,南美,-23.55,-46.63,21.4,雨
2014-01-18,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.4,雨
2014-01-18,开普敦,南非,非洲,-33.92,18.42,17.3,多云
2014-01-19,北京,中国,亚洲,39.9,116.4,7.1,多云
2014-01-19,上海,中国,亚洲,31.23,121.47,15.2,雨
2014-01-19,东京,日本,亚洲,35.68,139.69,10.8,多云
2014-01-19,新加坡,新加坡,亚洲,1.35,103.82,29.7,晴
2014-01-19,孟买,印度,亚洲,19.08,72.88,22.9,晴
2014-01-19,伦敦,英国,欧洲,51.51,-0.13,3.8,晴
2014-01-19,巴黎,法国,欧洲,48.86,2.35,9.3,晴
2014-01-19,纽约,美国,北美,40.71,-74.01,5.5,多云
2014-01-19,洛杉矶,美国,北美,34.05,-118.24,16.1,晴
2014-01-19,圣保罗,巴西,南美,-23.55,-46.63,19.7,晴
2014-01-19,悉尼,澳大利亚,大洋洲,-33.87,151.21,20.2,多云
2014-01-19,开普敦,南非,非洲,-33.92,18.42,20.0,晴
2014-01-20,北京,中国,亚洲,39.9,116.4,5.7,多云
2014-01-20,上海,中国,亚洲,31.23,121.47,10.0,多云
2014-01-20,东京,日本,亚洲,35.68,139.69,11.9,多云
2014-01-20,新加坡,新加坡,亚洲,1.35,103.82,27.4,多云
2014-01-20,孟买,印度,亚洲,19.08,72.88,24.3,多云
2014-01-20,伦敦,英国,欧洲,51.51,-0.13,7.5,多云
2014-01-20,巴黎,法国,欧洲,48.86,2.35,7.6,多云
2014-01-20,纽约,美国,北美,40.71,-74.01,6.4,多云
2014-01-20,洛杉矶,美国,北美,34.05,-118.24,14.3,多云
2014-01-20,圣保罗,巴西,南美,-23.55,-46.63,21.9,晴
2014-01-20,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.3,晴
2014-01-20,开普敦,南非,非洲,-33.92,18.42,18.7,晴
2014-01-21,北京,中国,亚洲,39.9,116.4,5.4,多云
2014-01-21,上海,中国,亚洲,31.23,121.47,12.0,晴
2014-01-21,东京,日本,亚洲,35.68,139.69,13.1,多云
2014-01-21,新加坡,新加坡,亚洲,1.35,103.82,23.8,晴
2014-01-21,孟买,印度,亚洲,19.08,72.88,23.2,多云
2014-01-21,伦敦,英国,欧洲,51.51,-0.13,7.1,雨
2014-01-21,巴黎,法国,欧洲,48.86,2.35,7.5,雾
2014-01-21,纽约,美国,北美,40.71,-74.01,7.1,多云
2014-01-21,洛杉矶,美国,北美,34.05,-118.24,14.5,多云
2014-01-21,圣保罗,巴西,南美,-23.55,-46.63,21.9,雨
2014-01-21,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.0,多云
2014-01-21,开普敦,南非,非洲,-33.92,18.42,19.6,晴
2014-01-22,北京,中国,亚洲,39.9,116.4,7.7,雨
2014-01-22,上海,中国,亚洲,31.23,121.47,12.3,多云
2014-01-22,东京,日本,亚洲,35.68,139.69,12.3,多云
2014-01-22,新加坡,新加坡,亚洲,1.35,103.82,27.3,多云
2014-01-22,孟买,印度,亚洲,19.08,72.88,25.2,晴
2014-01-22,伦敦,英国,欧洲,51.51,-0.13,6.3,晴
2014-01-22,巴黎,法国,欧洲,48.86,2.35,7.8,雨
2014-01-22,纽约,美国,北美,40.71,-74.01,7.6,多云
2014-01-22,洛杉矶,美国,北美,34.05,-118.24,16.6,晴
2014-01-22,圣保罗,巴西,南美,-23.55,-46.63,21.3,晴
2014-01-22,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.8,晴
2014-01-22,开普敦,南非,非洲,-33.92,18.42,17.7,雨
2014-01-23,北京,中国,亚洲,39.9,116.4,6.5,雨
2014-01-23,上海,中国,亚洲,31.23,121.47,12.0,晴
2014-01-23,东京,日本,亚洲,35.68,139.69,10.0,晴
2014-01-23,新加坡,新加坡,亚洲,1.35,103.82,26.4,晴
2014-01-23,孟买,印度,亚洲,19.08,72.88,26.2,晴
2014-01-23,伦敦,英国,欧洲,51.51,-0.13,9.6,雨
2014-01-23,巴黎,法国,欧洲,48.86,2.35,9.5,雨
2014-01-23,纽约,美国,北美,40.71,-74.01,3.5,雨
2014-01-23,洛杉矶,美国,北美,34.05,-118.24,14.4,晴
2014-01-23,圣保罗,巴西,南美,-23.55,-46.63,23.4,多云
2014-01-23,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.1,晴
2014-01-23,开普敦,南非,非洲,-33.92,18.42,19.2,晴
2014-01-24,北京,中国,亚洲,39.9,116.4,7.7,晴
2014-01-24,上海,中国,亚洲,31.23,121.47,13.5,晴
2014-01-24,东京,日本,亚洲,35.68,139.69,14.1,晴
2014-01-24,新加坡,新加坡,亚洲,1.35,103.82,29.8,多云
2014-01-24,孟买,印度,亚洲,19.08,72.88,23.9,多云
2014-01-24,伦敦,英国,欧洲,51.51,-0.13,8.4,雾
2014-01-24,巴黎,法国,欧洲,48.86,2.35,9.5,雨
2014-01-24,纽约,美国,北美,40.71,-74.01,4.8,晴
2014-01-24,洛杉矶,美国,北美,34.05,-118.24,13.4,晴
2014-01-24,圣保罗,巴西,南美,-23.55,-46.63,19.2,多云
2014-01-24,悉尼,澳大利亚,大洋洲,-33.87,151.21,20.8,多云
2014-01-24,开普敦,南非,非洲,-33.92,18.42,15.9,晴
2014-01-25,北京,中国,亚洲,39.9,116.4,4.1,多云
2014-01-25,上海,中国,亚洲,31.23,121.47,11.6,晴
2014-01-25,东京,日本,亚洲,35.68,139.69,10.7,晴
2014-01-25,新加坡,新加坡,亚洲,1.35,103.82,29.7,雨
2014-01-25,孟买,印度,亚洲,19.08,72.88,26.0,晴
2014-01-25,伦敦,英国,欧洲,51.51,-0.13,7.1,多云
2014-01-25,巴黎,法国,欧洲,48.86,2.35,7.7,晴
2014-01-25,纽约,美国,北美,40.71,-74.01,7.3,雨
2014-01-25,洛杉矶,美国,北美,34.05,-118.24,15.9,多云
2014-01-25,圣保罗,巴西,南美,-23.55,-46.63,23.9,晴
2014-01-25,悉尼,澳大利亚,大洋洲,-33.87,151.21,20.8,雨
2014-01-25,开普敦,南非,非洲,-33.92,18.42,18.6,晴
2014-01-26,北京,中国,亚洲,39.9,116.4,7.8,多云
2014-01-26,上海,中国,亚洲,31.23,121.47,13.3,晴
2014-01-26,东京,日本,亚洲,35.68,139.69,10.3,多云
2014-01-26,新加坡,新加坡,亚洲,1.35,103.82,24.8,晴
2014-01-26,孟买,印度,亚洲,19.08,72.88,26.1,晴
2014-01-26,伦敦,英国,欧洲,51.51,-0.13,8.4,雾
2014-01-26,巴黎,法国,欧洲,48.86,2.35,6.5,多云
2014-01-26,纽约,美国,北美,40.71,-74.01,6.3,多云
2014-01-26,洛杉矶,美国,北美,34.05,-118.24,15.3,晴
2014-01-26,圣保罗,巴西,南美,-23.55,-46.63,19.9,多云
2014-01-26,悉尼,澳大利亚,大洋洲,-33.87,151.21,21.2,雨
2014-01-26,开普敦,南非,非洲,-33.92,18.42,20.5,雨
2014-01-27,北京,中国,亚洲,39.9,116.4,3.4,雨
2014-01-27,上海,中国,亚洲,31.23,121.47,11.5,多云
2014-01-27,东京,日本,亚洲,35.68,139.69,8.7,晴
2014-01-27,新加坡,新加坡,亚洲,1.35,103.82,27.1,晴
2014-01-27,孟买,印度,亚洲,19.08,72.88,25.1,多云
2014-01-27,伦敦,英国,欧洲,51.51,-0.13,8.5,雨
2014-01-27,巴黎,法国,欧洲,48.86,2.35,8.1,多云
2014-01-27,纽约,美国,北美,40.71,-74.01,7.4,雾
2014-01-27,洛杉矶,美国,北美,34.05,-118.24,17.2,晴
2014-01-27,圣保罗,巴西,南美,-23.55,-46.63,20.9,雨
2014-01-27,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.3,晴
2014-01-27,开普敦,南非,非洲,-33.92,18.42,18.4,晴
2014-01-28,北京,中国,亚洲,39.9,116.4,4.3,雨
2014-01-28,上海,中国,亚洲,31.23,121.47,12.4,雨
2014-01-28,东京,日本,亚洲,35.68,139.69,12.7,晴
2014-01-28,新加坡,新加坡,亚洲,1.35,103.82,26.2,晴
2014-01-28,孟买,印度,亚洲,19.08,72.88,27.1,雨
2014-01-28,伦敦,英国,欧洲,51.51,-0.13,8.9,雨
2014-01-28,巴黎,法国,欧洲,48.86,2.35,6.8,晴
2014-01-28,纽约,美国,北美,40.71,-74.01,6.8,雨
2014-01-28,洛杉矶,美国,北美,34.05,-118.24,15.5,晴
2014-01-28,圣保罗,巴西,南美,-23.55,-46.63,19.2,多云
2014-01-28,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.5,多云
2014-01-28,开普敦,南非,非洲,-33.92,18.42,19.4,晴
2014-01-29,北京,中国,亚洲,39.9,116.4,7.3,多云
2014-01-29,上海,中国,亚洲,31.23,121.47,12.1,晴
2014-01-29,东京,日本,亚洲,35.68,139.69,10.9,多云
2014-01-29,新加坡,新加坡,亚洲,1.35,103.82,23.2,多云
2014-01-29,孟买,印度,亚洲,19.08,72.88,24.8,雨
2014-01-29,伦敦,英国,欧洲,51.51,-0.13,7.2,雨
2014-01-29,巴黎,法国,欧洲,48.86,2.35,9.7,多云
2014-01-29,纽约,美国,北美,40.71,-74.01,7.3,雾
2014-01-29,洛杉矶,美国,北美,34.05,-118.24,15.6,晴
2014-01-29,圣保罗,巴西,南美,-23.55,-46.63,23.5,多云
2014-01-29,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.8,晴
2014-01-29,开普敦,南非,非洲,-33.92,18.42,16.5,晴
2014-01-30,北京,中国,亚洲,39.9,116.4,4.2,多云
2014-01-30,上海,中国,亚洲,31.23,121.47,9.3,多云
2014-01-30,东京,日本,亚洲,35.68,139.69,9.3,晴
2014-01-30,新加坡,新加坡,亚洲,1.35,103.82,24.2,雨
2014-01-30,孟买,印度,亚洲,19.08,72.88,25.9,晴
2014-01-30,伦敦,英国,欧洲,51.51,-0.13,9.1,多云
2014-01-30,巴黎,法国,欧洲,48.86,2.35,7.9,多云
2014-01-30,纽约,美国,北美,40.71,-74.01,8.1,多云
2014-01-30,洛杉矶,美国,北美,34.05,-118.24,17.0,多云
2014-01-30,圣保罗,巴西,南美,-23.55,-46.63,20.6,雨
2014-01-30,悉尼,澳大利亚,大洋洲,-33.87,151.21,22.6,多云
2014-01-30,开普敦,南非,非洲,-33.92,18.42,20.0,多云
2014-01-31,北京,中国,亚洲,39.9,116.4,9.3,晴
2014-01-31,上海,中国,亚洲,31.23,121.47,14.3,晴
2014-01-31,东京,日本,亚洲,35.68,139.69,16.9,晴
2014-01-31,新加坡,新加坡,亚洲,1.35,103.82,25.1,多云
2014-01-31,孟买,印度,亚洲,19.08,72.88,27.7,晴
2014-01-31,伦敦,英国,欧洲,51.51,-0.13,8.6,多云
2014-01-31,巴黎,法国,欧洲,48.86,2.35,8.9,多云
2014-01-31,纽约,美国,北美,40.71,-74.01,6.9,多云
2014-01-31,洛杉矶,美国,北美,34.05,-118.24,14.8,多云
2014-01-31,圣保罗,巴西,南美,-23.55,-46.63,21.2,多云
2014-01-31,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.6,多云
2014-01-31,开普敦,南非,非洲,-33.92,18.42,17.0,晴
2014-02-01,北京,中国,亚洲,39.9,116.4,5.3,晴
2014-02-01,上海,中国,亚洲,31.23,121.47,15.8,晴
2014-02-01,东京,日本,亚洲,35.68,139.69,10.1,多云
2014-02-01,新加坡,新加坡,亚洲,1.35,103.82,27.2,晴
2014-02-01,孟买,印度,亚洲,19.08,72.88,23.8,晴
2014-02-01,伦敦,英国,欧洲,51.51,-0.13,9.0,多云
2014-02-01,巴黎,法国,欧洲,48.86,2.35,6.7,雨
2014-02-01,纽约,美国,北美,40.71,-74.01,7.1,多云
2014-02-01,洛杉矶,美国,北美,34.05,-118.24,15.5,晴
2014-02-01,圣保罗,巴西,南美,-23.55,-46.63,19.0,多云
2014-02-01,悉尼,澳大利亚,大洋洲,-33.87,151.21,17.7,多云
2014-02-01,开普敦,南非,非洲,-33.92,18.42,18.5,晴
2014-02-02,北京,中国,亚洲,39.9,116.4,9.2,多云
2014-02-02,上海,中国,亚洲,31.23,121.47,15.2,多云
2014-02-02,东京,日本,亚洲,35.68,139.69,12.4,晴
2014-02-02,新加坡,新加坡,亚洲,1.35,103.82,28.5,雨
2014-02-02,孟买,印度,亚洲,19.08,72.88,28.6,晴
2014-02-02,伦敦,英国,欧洲,51.51,-0.13,7.9,雨
2014-02-02,巴黎,法国,欧洲,48.86,2.35,9.1,晴
2014-02-02,纽约,美国,北美,40.71,-74.01,6.0,多云
2014-02-02,洛杉矶,美国,北美,34.05,-118.24,15.1,晴
2014-02-02,圣保罗,巴西,南美,-23.55,-46.63,23.9,多云
2014-02-02,悉尼,澳大利亚,大洋洲,-33.87,151.21,19.6,晴
